,id,ein,name,careofname,address,city,state,zipcode,exemption_number,subsection_code,affiliation_code,classification_codes,ruling_date,deductibility_code,foundation_code,activity_codes,organization_code,exempt_organization_status_code,tax_period,asset_code,income_code,filing_requirement_code,pf_filing_requirement_code,accounting_period,asset_amount,income_amount,revenue_amount,ntee_code,sort_name,created_at,updated_at,data_source,have_extracts,have_pdfs
0,834090701,834090701,WASHINGTON - BALTIMORE DISTRICT OF LMC,,10411 GREENBELT RD,LANHAM,MD,20706-2211,0,3,3,7000,2019-11-01,1,10,000000000,1,1,,0,0,6,0,1,,,,X20,,2023-01-17T16:27:06.137Z,2023-01-17T16:27:06.137Z,,,
0,825422846,825422846,WOMENS ADVOCACY COALITION BALTIMORE INC,,8326 OLD HARFORD RD,BALTIMORE,MD,21234-4541,0,3,3,1000,2018-08-01,1,15,000000000,1,1,2021-05-01,0,0,2,0,5,0,0,0,,,2023-01-17T16:26:49.563Z,2023-01-17T16:26:49.563Z,,,
0,311559496,311559496,WOMENS GOLF ASSOCIATION OF BALTIMORE,% NANCY STRITE,1101 SOMERSET PL,LUTHERVILLE,MD,21093-1625,0,7,3,1000,1997-10-01,2,0,288000000,5,1,2021-10-01,3,2,2,0,10,67967,24539,24539,,,2023-01-17T16:20:01.873Z,2023-01-17T16:20:01.873Z,,,
0,311740829,311740829,AFRICAN CHRISTIAN FELLOWSHIP BALTIMORE CHAPTER,% MATTHIAS CHIJIOKE,22 CODY AVE,BALTIMORE,MD,21234-1376,0,3,3,7000,2001-02-01,1,10,000000000,1,1,,0,0,6,0,12,,,,X20,,2023-01-17T16:20:05.127Z,2023-01-17T16:20:05.127Z,,,
0,520591535,520591535,ARCHDIOCESE OF BALTIMORE CHANCERY INC,% DONNA DEL BOSQUE,320 CATHEDRAL STREET,BALTIMORE,MD,21201-4421,928,3,9,7100,1946-03-01,1,10,001150120,5,1,2021-06-01,0,0,6,0,6,,,,,,2023-01-17T16:24:13.985Z,2023-01-17T16:24:13.985Z,,,
0,753076995,753076995,BALTIMORE BAYS SOCCER CLUB INC,% EDMUND A BIANCHI,324 CENTRAL AVE,GLYNDON,MD,21071-4219,0,3,3,2000,2005-04-01,1,16,000000000,1,1,2022-08-01,3,3,1,0,8,44865,74542,74542,N64,,2023-01-17T16:25:59.766Z,2023-01-17T16:25:59.766Z,,,
0,384098627,384098627,BALTIMORE CHAPTER THE SOCIETY INCORPORATED,% MABEL LAKE MURRAY,3 KITTRIDGE CT,RANDALLSTOWN,MD,21133-2409,0,3,3,1000,2019-04-01,1,16,000000000,5,1,2021-12-01,0,0,2,0,12,0,0,0,,,2023-01-17T16:21:48.164Z,2023-01-17T16:21:48.164Z,,,
0,521193630,521193630,BALTIMORE CHRISTIAN FAITH CENTER INC,% PAULO G SANTOS,10308 LIBERTY RD,RANDALLSTOWN,MD,21133-1209,0,3,3,7000,1990-12-01,1,10,001000000,1,1,,0,0,6,0,12,,,,,,2023-01-17T16:24:19.026Z,2023-01-17T16:24:19.026Z,,,
0,611781345,611781345,BALTIMORE CITY CHILDCARE COALITION INCORPORATED,% JOANNE JAMISON,7009 CONCORD RD,PIKESVILLE,MD,21208-6004,0,3,3,2000,2017-01-01,1,15,000000000,1,1,2021-12-01,1,1,2,0,12,5145,5355,2667,B01,,2023-01-17T16:25:51.278Z,2023-01-17T16:25:51.278Z,,,
0,520635105,520635105,BALTIMORE COUNTY FARM BUREAU INC,,1114 SHAWAN RD STE 2,COCKEYSVILLE,MD,21030-1385,0,5,3,1000,1945-10-01,2,0,059279000,5,1,2021-12-01,6,3,1,0,12,1495956,68968,68968,,,2023-01-17T16:24:14.577Z,2023-01-17T16:24:14.577Z,,,
0,521881019,521881019,BALTIMORE DISTRICT ZIONIST FOUNDATION INC,,10045 RED RUN BLVD STE 250,OWINGS MILLS,MD,21117-5907,0,3,3,1000,1997-04-01,1,17,602000000,1,1,2021-12-01,7,6,1,0,12,5190864,2371314,238671,T20J,,2023-01-17T16:24:28.774Z,2023-01-17T16:24:28.774Z,,,
0,834678938,834678938,BALTIMORE ECONOMIC ADVANCEMENT MOVEMENT INC,,43 GENERAL WARREN BLVD,MALVERN,PA,19355-1245,0,3,3,1200,2019-12-01,1,15,000000000,1,1,2021-12-01,1,1,2,0,12,3564,5000,5000,T40,,2023-01-17T16:27:08.071Z,2023-01-17T16:27:08.071Z,,,
0,521712524,521712524,BALTIMORE ESTONIAN SUPPLEMENTARY SCHOOL INC,% JOHN JESTER,8804 RICHMOND AVE,PARKVILLE,MD,21234-2930,0,3,3,1200,1992-06-01,1,16,123000000,1,1,2021-12-01,0,0,2,0,12,0,0,0,,,2023-01-17T16:24:25.564Z,2023-01-17T16:24:25.564Z,,,
0,813478235,813478235,BALTIMORE FLAMINGOS RUGBY FOOTBALL CLUB,% KEN- BMORE FLAMINGOS RUGBY CLUB,109 N PATTERSON PARK AVE,BALTIMORE,MD,21231-1659,0,3,3,1000,2017-01-01,1,16,000000000,1,1,2021-12-01,0,0,2,0,12,0,0,0,N60,,2023-01-17T16:26:19.832Z,2023-01-17T16:26:19.832Z,,,
0,271811386,271811386,BALTIMORE INNER-CITY MISSION INC,,PO BOX 591,ELLICOTT CITY,MD,21041-0591,0,3,3,1270,2016-02-01,1,15,000000000,1,1,2021-12-01,0,0,2,0,12,0,0,0,S20,,2023-01-17T16:19:24.323Z,2023-01-17T16:19:24.323Z,,,
0,462312665,462312665,BALTIMORE KIWANIS INCUBATOR FOUNDATION INC,% RICHARD J ALLEN,2120 TRED AVON RD,BALTIMORE,MD,21221-1543,0,3,3,1000,2013-08-01,1,15,000000000,1,1,2019-12-01,0,0,2,0,12,0,0,0,E60,,2023-01-17T16:23:14.250Z,2023-01-17T16:23:14.250Z,,,
0,521308441,521308441,BALTIMORE PUBLIC WORKS MUSEUM INC,,PO BOX 279,TILGHMAN,MD,21671-0279,0,3,3,2000,1983-10-01,1,15,060000000,1,1,2022-06-01,3,2,2,0,6,39680,22480,22480,A500,,2023-01-17T16:24:21.407Z,2023-01-17T16:24:21.407Z,,,
0,842540639,842540639,BALTIMORE RE-ENTRY RESOURCES INC,% DAWNA COBB,13813 CUBA RD,COCKEYSVILLE,MD,21030-1206,0,3,3,1200,2019-08-01,1,16,000000000,1,1,2021-12-01,2,3,2,0,12,12254,31503,31503,S20,,2023-01-17T16:27:12.535Z,2023-01-17T16:27:12.535Z,,,
0,461215609,461215609,BALTIMORE REGIONAL HOUSING PARTNERSHIP INC,% ALISON BELL,100 N CHARLES STREET 2ND FLOOR,BALTIMORE,MD,21201-3805,0,3,3,1000,2014-07-01,1,15,000000000,1,1,2021-12-01,8,9,1,0,12,17869604,87260949,87260949,L99,,2023-01-17T16:23:08.798Z,2023-01-17T16:23:08.798Z,,,
